"winner","season","round","team0","team1","team0_coach","team1_coach","team0_conf","team1_conf","team0_conf_standing","team1_conf_standing","prev_matchups","seed_diff","strength_diff","win_pct_diff","sos_loss_diff","sos_win_diff","best_win_diff","worst_loss_diff","common_opps_win_pct_diff"
0,2021,0,1403,1429,"chris_beard","craig_smith","big_twelve","mwc",3.5,2,NA,5,17.1333333333333,0.0740740740740741,42.5,13.066666666667,-0.533333333333301,147.666666666667,NA
0,2006,1,1449,1429,"lorenzo_romar","stew_morrill","pac_ten","wac",6.5,2,NA,7,43.8823529411764,-0.0666666666666671,25.9117647058824,21.470588235294,14.8235294117647,14.411764705883,0
1,2012,1,1140,1266,"dave_rose","buzz_williams","wcc","big_east",3.5,6.5,NA,-11,-33.3809523809524,0.039314516129032,-10.6428571428571,-93.857142857143,-12.4285714285714,-66.2380952380955,1
0,2012,1,1266,1140,"buzz_williams","dave_rose","big_east","wcc",6.5,3.5,NA,11,33.3809523809524,-0.039314516129032,10.6428571428571,93.857142857143,12.4285714285714,66.2380952380955,-1
0,2021,0,1417,1277,"mick_cronin","tom_izzo","pac_twelve","big_ten",6.5,11.5,NA,0,8.8666666666666,-0.0982905982905979,4.1,-44.9333333333333,-19.0666666666667,-3.26666666666631,0.5
1,2015,2,1139,1323,"chris_holtmann","mike_brey","big_east","acc",6.5,1,NA,-3,-16,0.165441176470588,0.824999999999999,10.7,-7.75,-15.85,0
0,2009,3,1281,1272,"mike_anderson","john_calipari","big_twelve","cusa",1,1,NA,-1,-5.05555555555555,0.0882352941176471,-7.8888888888889,16.611111111111,2.1111111111111,-20.5555555555556,0
0,2014,1,1273,1181,"bob_hoffman","mike_krzyzewski","a_sun","acc",1,2,NA,-11,-86.6666666666667,0.022770398481973,-154.142857142858,-139.547619047619,-77.0476190476191,-132.857142857143,NA
1,2017,0,1344,1425,"ed_cooley","andy_enfield","big_east","pac_twelve",6.5,6.5,NA,0,-4.1904761904762,0.102272727272727,-20.3809523809524,66.1190476190474,-10.047619047619,-72.238095238095,NA
1,2009,1,1340,1462,"ken_bone","sean_miller","big_sky","a_ten",1,3.5,NA,-9,-92.1666666666671,0.071572580645161,-117.555555555556,-107.055555555555,-7.88888888888891,-121.5,NA
0,2008,1,1323,1206,"mike_brey","jim_larranaga","big_east","caa",6.5,1,NA,7,62.45,-0.0772238514174,123.2,66.825,18.25,196.45,-0.5
1,2010,3,1393,1139,"jim_boeheim","brad_stevens","big_east","horizon",6.5,1,NA,4,14.3,0,9.875,76.125,5.75,23.75,-0.666666666666667
1,2018,1,1361,1222,"brian_dutcher","kelvin_sampson","mwc","aac",1,2,NA,-5,-39.2105263157895,0.110459433040078,-31.2105263157894,-7.526315789474,-6.68421052631582,13.263157894737,0
0,2019,0,1192,1341,"greg_herenda","byron_smith","nec","swac",1,1,NA,0,-1.63157894736798,0.0557184750733131,-66.052631578947,60.947368421052,13.842105263158,-70.736842105264,NA
0,2011,2,1326,1206,"thad_matta","jim_larranaga","big_ten","caa",1,3.5,NA,7,30.8095238095238,-0.128676470588235,77.4285714285714,109.54761904762,21.6666666666667,87.3333333333336,0
0,2011,2,1458,1243,"bo_ryan","frank_martin","big_ten","big_twelve",6.5,6.5,NA,1,11.6666666666666,-0.064516129032258,1.5476190476191,39.4285714285715,0.95238095238095,25.7142857142857,0
0,2014,1,1163,1386,"kevin_ollie","phil_martelli","aac","a_ten",2,1,NA,3,21.6190476190476,-0.0374331550802141,10.5,-30,22.2380952380953,46.952380952381,-0.333333333333333
1,2005,3,1428,1246,"ray_giacoletti","tubby_smith","mwc","sec",2,2,NA,-4,-14.2,0,-23.6666666666666,-86.8666666666667,-19.4,20.2666666666666,0
1,2011,3,1266,1314,"buzz_williams","roy_williams","big_east","acc",6.5,2,NA,-9,-25.5714285714286,0.199643493761141,14.9285714285715,-32.071428571429,-2.80952380952381,45.2857142857147,0.066666666666667
1,2017,2,1199,1462,"leonard_hamilton","chris_mack","acc","big_east",3.5,3.5,NA,8,24.8571428571429,-0.139928698752229,-10.6666666666666,51.6190476190481,12,-37.3809523809525,0
0,2013,1,1361,1328,"steve_fisher","lon_kruger","mwc","big_twelve",3.5,6.5,NA,3,12.3333333333334,-0.021505376344086,11.8809523809523,-3.73809523809599,-6.33333333333334,133.142857142857,NA
1,2008,3,1390,1400,"trent_johnson","rick_barnes","pac_ten","big_twelve",2,2,NA,-1,-4.2,0.0303030303030301,-0.25,-9.375,-13.4,-9.10000000000001,0.35
0,2021,0,1211,1417,"mark_few","mick_cronin","wcc","pac_twelve",1,6.5,NA,10,41.2666666666667,-0.346153846153846,NA,-5.26666666666701,13.2,NA,0
0,2005,1,1452,1166,"john_beilein","dana_altman","big_east","mvc",2,1,NA,3,8.8,0.0195503421309871,78.6666666666667,-13.866666666667,29.6666666666667,-49.2,NA
1,2006,1,1107,1163,"will_brown","jim_calhoun","aec","big_east",1,6.5,NA,-15,-139.588235294118,0.22258064516129,-153.352941176471,-203.764705882353,-198.411764705883,-239.64705882353,0.4
1,2012,3,1458,1393,"bo_ryan","jim_boeheim","big_ten","big_east",3.5,3.5,NA,-3,-10.2380952380952,0.212121212121212,27.4285714285714,-48.7619047619049,8.38095238095241,-49.9047619047619,0.5
1,2008,1,1457,1450,"randy_peele","tony_bennett","big_south","pac_ten",1,3.5,NA,-9,-96,0.104838709677419,-134.55,-150.225,-15.6,-200.95,1
0,2021,1,1211,1328,"mark_few","lon_kruger","wcc","big_twelve",1,6.5,NA,7,39.6,-0.4,NA,43.533333333333,-1.93333333333333,NA,-0.4
0,2021,1,1104,1268,"nate_oats","mark_turgeon","sec","big_ten",1,6.5,NA,8,36.3333333333333,-0.264285714285714,-8.7333333333333,-16.9333333333333,-9.2666666666667,21.7333333333334,0
1,2007,1,1211,1231,"mark_few","kelvin_sampson","wcc","big_ten",1,6.5,NA,-3,-20.421052631579,-0.0303030303030301,-4.6315789473684,-17.868421052631,3,-111.263157894737,0
1,2012,2,1378,1325,"stan_heath","john_groce","big_east","mac",6.5,1,NA,1,7.3809523809524,0.194128787878788,89.3333333333332,69.023809523809,57.6190476190477,108.095238095238,-1
1,2009,1,1190,1338,"murry_bartow","jamie_dixon","a_sun","big_east",1,6.5,NA,-15,-122.777777777778,0.183467741935484,-150.555555555555,-175.472222222222,-149,-237.166666666666,0.333333333333333
0,2007,2,1401,1257,"billy_gillispie","rick_pitino","big_twelve","big_east",6.5,3.5,NA,3,14.6842105263158,-0.096774193548387,-36.2105263157895,15.289473684211,6.00000000000003,31.4736842105266,NA
1,2005,4,1452,1257,"john_beilein","rick_pitino","big_east","cusa",2,1,NA,-3,-24.5333333333333,0.193548387096774,36.7,-32.6000000000003,2.3333333333334,-132.133333333333,NA
1,2012,0,1290,1443,"sean_woods","ray_harper","swac","sun_belt",1,1,NA,0,-25.666666666667,-0.181818181818181,79.238095238095,-137.380952380952,-89.7142857142855,-54.952380952381,0
0,2018,4,1437,1403,"jay_wright","chris_beard","big_east","big_twelve",1,3.5,NA,2,13.2631578947368,-0.155080213903744,1.21052631578949,-10.9473684210527,-0.94736842105263,21.1578947368421,-1
1,2007,1,1460,1338,"brad_brownell","jamie_dixon","horizon","big_east",1,2,NA,-11,-74.6842105263158,0.075367647058823,-152.894736842105,-74.6842105263156,-26.8947368421052,-195.842105263158,NA
1,2007,1,1310,1242,"joe_mihalich","bill_self","maac","big_twelve",1,1,NA,-15,-145.842105263158,0.215686274509804,-96.1052631578948,-136.157894736843,-85.4736842105263,-205.842105263158,NA
0,2011,2,1139,1338,"brad_stevens","jamie_dixon","horizon","big_east",1,6.5,NA,-7,-42.047619047619,0.134072580645161,-96.7619047619051,-50.5714285714289,-34.1428571428571,-208,-0.166666666666667
1,2014,1,1433,1372,"shaka_smart","brad_underwood","a_ten","southland",2,1,NA,7,34.8571428571429,0.170777988614801,81.1428571428569,120.857142857143,111.809523809524,103.047619047619,NA
1,2015,4,1323,1246,"mike_brey","john_calipari","acc","sec",1,1,NA,-2,-8.6,0.147058823529412,NA,-52.225,4.35,NA,0.25
1,2006,1,1393,1401,"jim_boeheim","billy_gillispie","big_east","big_twelve",1,3.5,NA,7,3.3529411764706,0.0476673427991889,20,16.529411764706,3.05882352941177,2.35294117647059,0
0,2010,3,1181,1345,"mike_krzyzewski","matt_painter","acc","big_ten",1,3.5,NA,3,8.2,-0.00919117647058798,6.35,69.05,-11.9,13.3,0.166666666666667
1,2018,0,1113,1393,"bobby_hurley","jim_boeheim","pac_twelve","acc",10.5,12,NA,0,1,-0.039100684261975,-36,26.0789473684209,12.7368421052632,23.473684210526,-1
0,2016,0,1276,1409,"john_beilein","frank_haith","big_ten","aac",3.5,6.5,NA,0,19.7619047619047,0.00879765395894494,36.9285714285714,63.857142857143,5.2857142857143,113.142857142857,0.5
0,2015,2,1452,1268,"bob_huggins","mark_turgeon","big_twelve","big_ten",6.5,3.5,NA,-1,-2.9,0.099431818181818,13.625,25.2,-5.35,10.9,0.333333333333333
1,2018,1,1460,1397,"scott_nagy","rick_barnes","horizon","sec",1,2,NA,-11,-112.789473684211,0.038825757575758,-166.473684210526,-185.263157894737,-99.1052631578952,-229.052631578948,0
1,2007,1,1148,1326,"howie_dickenman","thad_matta","nec","big_ten",1,1,NA,-15,-161.684210526316,0.242424242424242,-215.368421052632,-171.868421052632,-182.473684210526,-280.842105263158,1
0,2008,4,1314,1257,"roy_williams","rick_pitino","acc","big_east",1,6.5,NA,2,11.35,-0.191176470588235,-6.675,30.15,1.85,42.2,-0.166666666666667
1,2021,1,1332,1425,"dana_altman","andy_enfield","pac_twelve","pac_twelve",3.5,3.5,0,-1,-6.1333333333334,-0.010610079575597,-25.5333333333333,6.09999999999971,-4.6666666666667,-15.6666666666663,-0.075187969924812
1,2006,1,1284,1437,"dave_calloway","jay_wright","nec","big_east",1,3.5,NA,-15,-171,0.299568965517241,-162.176470588235,-192.058823529411,-39.8235294117647,-251.764705882353,1
0,2010,1,1293,1435,"billy_kennedy","kevin_stallings","ovc","sec",1,3.5,NA,-9,-29.7,-0.133064516129032,-43.775,-143.45,-86.25,0,-0.25
0,2005,2,1437,1196,"jay_wright","billy_donovan","big_east","sec",3.5,1,NA,-1,-0.8666666666666,0.00804597701149501,0.266666666666701,-6.30000000000001,1.93333333333333,21.5333333333333,0
0,2014,1,1124,1304,"scott_drew","tim_miles","big_twelve","big_ten",2,6.5,NA,5,19.9523809523809,-0.053763440860215,6.8095238095238,11.8571428571429,-1.71428571428572,61.2380952380954,NA
0,2017,2,1458,1437,"greg_gard","jay_wright","big_ten","big_east",2,1,NA,-7,-21.7142857142857,0.176470588235294,-4.4761904761905,-3.5238095238095,-8,-34.7619047619047,0.375
0,2005,4,1277,1246,"tom_izzo","tubby_smith","big_ten","sec",6.5,2,NA,-3,-5.2666666666667,0.047619047619047,-7.4666666666666,-45.9333333333337,-9.20000000000003,17.5333333333333,1
1,2011,1,1294,1361,"b_j_hill","steve_fisher","big_sky","mwc",1,1,NA,-13,-121,0.282327586206897,-126.642857142857,-130.666666666667,-118.047619047619,-316.285714285714,0.5
1,2010,2,1211,1393,"mark_few","jim_boeheim","wcc","big_east",2,6.5,NA,-7,-31.65,0.068548387096774,-10.925,-88.675,-10.4,-153.3,0
0,2015,5,1181,1277,"mike_krzyzewski","tom_izzo","acc","big_ten",3.5,2,1,6,16.25,-0.202317290552585,-4.05,33.25,14.7,131.15,-0.5
0,2016,1,1314,1195,"roy_williams","joe_dooley","acc","a_sun",1,1,NA,15,181.238095238095,-0.271805273833672,187.690476190476,200.595238095238,153.428571428572,208.952380952381,NA
1,2018,2,1196,1403,"michael_white","chris_beard","sec","big_twelve",6.5,3.5,NA,-3,-11.8421052631579,0.102272727272727,-5.8947368421052,10,0.57894736842106,-11.2631578947368,0
1,2019,2,1328,1438,"lon_kruger","tony_bennett","big_twelve","acc",9.5,3.5,NA,-8,-34.7368421052632,0.3125,-19.8947368421052,-12.6315789473685,-11.3684210526316,-73.1578947368421,0.333333333333333
0,2021,1,1331,1326,"paul_mills","chris_holtmann","summit","big_ten",1,2,NA,-13,-153.4,0.134782608695652,-60.1,-230.733333333333,-119.533333333334,-189.933333333333,NA
0,2021,1,1222,1333,"kelvin_sampson","wayne_tinkle","aac","pac_twelve",1,1,NA,10,66.2,-0.313186813186814,-74.6666666666663,-0.899999999999991,-13.4666666666667,120.066666666667,NA
1,2021,1,1382,1261,"mark_schmidt","will_wade","a_ten","sec",1,2,NA,-1,-2.4,-0.133333333333333,-35.7666666666667,-44.166666666667,-29.4666666666666,-46.666666666667,-0.5
0,2014,1,1390,1307,"johnny_dawkins","craig_neal","pac_twelve","mwc",3.5,1,NA,-3,-15.2857142857142,0.181818181818182,26.0238095238096,-12.47619047619,0.285714285714301,-0.761904761904802,NA
0,2008,6,1242,1272,"bill_self","john_calipari","big_twelve","cusa",1,1,NA,0,-0.95,0.061497326203209,-30.5,38.125,0.799999999999999,-58.7,0
1,2013,1,1443,1242,"ray_harper","bill_self","sun_belt","big_twelve",1,1,NA,-15,-160.47619047619,0.294117647058823,-108.47619047619,-161.380952380952,-148.714285714286,-4.57142857142901,NA
0,2016,2,1323,1372,"mike_brey","brad_underwood","acc","southland",3.5,1,NA,8,28.047619047619,0.165178571428571,52.7142857142857,140.238095238095,121,131.47619047619,NA
0,2008,2,1462,1345,"sean_miller","matt_painter","a_ten","big_ten",3.5,6.5,NA,3,13.3,-0.068181818181818,8.5,28.65,-14.85,119.85,-1
1,2005,2,1356,1329,"chris_lowery","eddie_sutton","mvc","big_twelve",3.5,1,NA,-5,-20.4,0.011853448275862,-37.4,-55.133333333333,-35.3333333333333,-37.8666666666667,1
0,2008,3,1257,1397,"rick_pitino","bruce_pearl","big_east","sec",6.5,3.5,NA,-1,-6.95,0.125,2.45,-27.775,-5.7,-53.45,-0.333333333333333
1,2017,5,1332,1314,"dana_altman","roy_williams","pac_twelve","acc",2,3.5,NA,-2,-4.85714285714285,-0.060606060606061,3.8571428571429,-27.3809523809524,-1.33333333333333,-1.47619047619051,0
0,2018,2,1246,1138,"john_calipari","nate_oats","sec","mac",1,1,NA,8,49.2631578947368,0.0516934046345811,30.5526315789474,124.684210526316,95.3157894736846,161.894736842105,-0.5
0,2010,1,1143,1257,"mike_montgomery","rick_pitino","pac_ten","big_east",2,12.5,NA,1,10.75,-0.071969696969697,0.924999999999997,10.275,-29.65,17.35,1
1,2018,3,1393,1181,"jim_boeheim","mike_krzyzewski","acc","acc",12,3.5,0,-9,-46.578947368421,0.181818181818182,-4.9473684210526,-37.6052631578946,-13.1578947368421,-48.1578947368419,0.210526315789473
0,2018,1,1437,1347,"jay_wright","mike_jones","big_east","big_south",1,1,NA,15,165.736842105263,-0.257352941176471,136.368421052632,183.894736842105,116.684210526316,185.315789473684,NA
0,2009,1,1462,1340,"sean_miller","ken_bone","a_ten","big_sky",3.5,1,NA,9,92.1666666666671,-0.071572580645161,117.555555555556,107.055555555555,7.88888888888891,121.5,NA
1,2008,1,1168,1458,"bob_burton","bo_ryan","big_west","big_ten",1,1,NA,-11,-80.6,0.136852394916911,-79.475,-120.2,-99.05,-147.85,NA
1,2013,2,1314,1242,"roy_williams","bill_self","acc","big_twelve",2,1,NA,-7,-20.9523809523809,0.155971479500891,36.4761904761905,-15.8095238095239,-24.3333333333334,128.380952380952,1
1,2011,1,1427,1326,"brooks_thompson","thad_matta","southland","big_ten",1,1,NA,-15,-207.238095238095,0.389452332657201,-208.238095238096,-176.666666666667,-157.714285714286,-272.619047619048,NA
0,2013,1,1387,1308,"jim_crews","marvin_menzies","a_ten","wac",1,1,NA,9,58.5714285714285,-0.121212121212121,11.2380952380952,115.619047619048,43.2857142857143,-64.904761904762,-1
1,2017,1,1329,1276,"brad_underwood","john_beilein","big_twelve","big_ten",6.5,1,NA,-3,-7.8095238095238,0.0728110599078341,20.9047619047619,-23.952380952381,-0.7619047619048,-27.9999999999997,0.166666666666667
0,2013,1,1393,1285,"jim_boeheim","wayne_tinkle","big_east","big_sky",2,1,NA,9,98.619047619048,0.050246305418719,62.4761904761904,188.333333333333,98.8571428571432,107.142857142857,NA
0,2007,3,1196,1139,"billy_donovan","todd_lickliter","sec","horizon",1,2,NA,4,30.1052631578947,-0.046489563567362,51.9736842105263,76.8947368421053,17.6315789473684,88.1052631578946,0.5
1,2021,1,1104,1417,"nate_oats","mick_cronin","sec","pac_twelve",1,6.5,NA,9,34.8,-0.146153846153846,-16.2,23.4,9.5333333333333,24.9999999999997,0
1,2014,2,1242,1390,"bill_self","johnny_dawkins","big_twelve","pac_twelve",3.5,3.5,NA,8,30.6190476190476,-0.0909090909090909,3.1190476190476,83.3333333333332,3.9523809523809,22.6666666666667,0
0,2016,1,1386,1153,"phil_martelli","mick_cronin","a_ten","aac",1,6.5,NA,1,9.5238095238095,-0.106617647058823,-8.9285714285714,68.904761904762,-18.0952380952381,-59.5238095238095,-0.3
0,2018,2,1155,1120,"brad_brownell","bruce_pearl","acc","sec",3.5,6.5,NA,-1,-2.0526315789474,0.0625,11.6842105263158,20.3684210526316,2.52631578947372,0,-0.35
0,2007,1,1458,1394,"bo_ryan","ronnie_arrow","big_ten","southland",2,1,NA,13,86.7894736842105,-0.0529411764705879,26.4473684210526,155.789473684211,88.4210526315789,180.947368421053,-1
0,2019,1,1438,1205,"tony_bennett","tim_craft","acc","big_south",3.5,1,NA,15,165.368421052632,-0.261088709677419,186.21052631579,180.868421052631,107.368421052631,270.052631578948,-0.5
1,2008,1,1125,1181,"rick_byrd","mike_krzyzewski","a_sun","acc",1,3.5,NA,-13,-111.45,0.09375,-124.95,-139.8,-89,-235.25,NA
0,2011,2,1140,1211,"dave_rose","mark_few","mwc","wcc",2,1,NA,8,30.5714285714285,-0.160037878787879,0.619047619047599,24.285714285714,23.6666666666667,88.285714285714,-0.25
1,2009,6,1277,1314,"tom_izzo","roy_williams","big_ten","acc",3.5,3.5,0,-1,-6.94444444444445,0.058467741935484,-2.5,33.4722222222222,-7.05555555555553,-17.7777777777777,0.5
1,2009,2,1276,1328,"john_beilein","jeff_capel","big_ten","big_twelve",6.5,6.5,NA,-8,-29.3333333333333,0.25,1.4444444444445,-28.5555555555556,10.5,32.5000000000004,0.5
1,2013,2,1228,1274,"john_groce","jim_larranaga","big_ten","acc",6.5,1,NA,-5,-28.2380952380952,0.181818181818182,82.3333333333333,-18.1904761904763,1.38095238095238,4.57142857142802,0.083333333333333
1,2007,2,1433,1338,"anthony_grant","jamie_dixon","caa","big_east",1,2,NA,-8,-43.1578947368421,-0.024064171122995,-41.4736842105263,-99.6315789473686,-53.5263157894737,-47.1052631578946,0
1,2015,3,1314,1458,"roy_williams","bo_ryan","acc","big_ten",2,1,NA,-3,-8.75,0.226050420168067,8.65,-34.625,9.85,107.7,0.4
0,2005,4,1314,1458,"roy_williams","bo_ryan","acc","big_ten",3.5,2,NA,5,16.2666666666667,-0.137634408602151,10.1666666666667,28.8,10.4666666666667,-8.866666666667,-0.2
0,2016,6,1437,1314,"jay_wright","roy_williams","big_east","acc",2,1,NA,-1,0.57142857142857,-0.029411764705882,15.1666666666667,-12.404761904762,-4.04761904761905,44.095238095238,0.083333333333333
1,2015,1,1414,1257,"russ_turner","rick_pitino","big_west","acc",1,6.5,NA,-9,-88.85,0.137096774193548,-101.025,-68.55,-67.4,-283.9,0.25
1,2019,2,1124,1211,"scott_drew","mark_few","big_twelve","wcc",6.5,2,NA,-8,-40.2631578947369,0.315340909090909,-36.9473684210526,38.8421052631577,-8.26315789473683,-237.105263157894,0.5
1,2010,4,1124,1181,"scott_drew","mike_krzyzewski","big_twelve","acc",3.5,1,NA,-2,-7.55,0.078747628083491,0,-24.15,0,-31.05,0
0,2019,1,1268,1125,"mark_turgeon","rick_byrd","big_ten","ovc",11.5,2,NA,5,25.3157894736842,0.145833333333333,115.105263157895,177.71052631579,33.1578947368421,89.78947368421,-0.5
0,2014,1,1295,1328,"saul_phillips","lon_kruger","summit","big_twelve",1,6.5,NA,-7,-35.0952380952381,-0.066964285714286,-73.8571428571427,-79.2619047619047,-78.8095238095238,-138.952380952381,NA
0,2012,3,1314,1325,"roy_williams","john_groce","acc","mac",2,1,NA,12,58.0476190476191,-0.0650623885918,111.285714285714,94.928571428571,69.4285714285715,210.666666666667,0
1,2019,1,1159,1397,"matt_langel","rick_barnes","patriot","sec",1,2,NA,-13,-119.052631578947,0.151515151515152,-141.157894736842,-161.789473684211,-131,-264.315789473684,NA
0,2005,3,1458,1301,"bo_ryan","herb_sendek","big_ten","acc",2,3.5,NA,4,18.8666666666666,-0.139583333333333,-19.2333333333334,19.2666666666667,-10.0666666666667,21.733333333333,0
1,2017,3,1124,1376,"scott_drew","frank_martin","big_twelve","sec",6.5,6.5,NA,4,25.5238095238095,-0.096774193548387,26.7619047619047,14.5952380952381,3.71428571428572,32.1904761904762,-0.5
0,2017,1,1425,1374,"andy_enfield","tim_jankovich","pac_twelve","aac",6.5,1,1,-5,-30.3333333333333,0.155080213903744,23.1904761904762,-40.285714285714,9.23809523809525,-21.1428571428573,0
1,2009,2,1329,1338,"travis_ford","jamie_dixon","big_twelve","big_east",3.5,6.5,NA,-7,-25.4444444444445,0.204301075268817,2.9444444444445,-30.805555555556,-7.00000000000003,12.7777777777778,0
1,2014,1,1157,1438,"cliff_ellis","tony_bennett","big_south","acc",1,1,NA,-15,-200.190476190476,0.223529411764706,-185.619047619047,-155.97619047619,-193.476190476191,-269.047619047619,0.5
1,2017,1,1374,1425,"tim_jankovich","andy_enfield","aac","pac_twelve",1,6.5,0,5,30.3333333333333,-0.155080213903744,-23.1904761904762,40.285714285714,-9.23809523809525,21.1428571428573,0
1,2006,2,1104,1417,"mark_gottfried","ben_howland","sec","pac_ten",6.5,1,NA,-8,-43.8235294117647,0.231974921630094,-20.5,17.4705882352942,16.5882352941177,-41.3529411764708,0.5
0,2008,2,1172,1207,"bob_mckillop","john_thompson_iii","southern","big_east",1,2,NA,-8,-22.7,0.037298387096774,-22.85,-73.1,-99,-56.65,NA
0,2018,3,1199,1211,"leonard_hamilton","mark_few","acc","wcc",12,1,NA,-5,-28.9473684210526,0.23719165085389,-3.7894736842105,31.815789473684,9.94736842105262,-66.2105263157893,-1
0,2011,1,1211,1385,"mark_few","steve_lavin","wcc","big_east",1,6.5,NA,-5,-15.1428571428571,-0.0625,-27.3809523809524,-56.8095238095239,-25,123.190476190476,-0.1
1,2012,2,1250,1462,"brett_reed","chris_mack","patriot","a_ten",1,2,NA,-5,-40.3809523809523,-0.144886363636364,-85.0952380952381,-172.666666666667,-86.2857142857147,-10.190476190476,0
1,2011,2,1206,1326,"jim_larranaga","thad_matta","caa","big_ten",3.5,1,NA,-7,-30.8095238095238,0.128676470588235,-77.4285714285714,-109.54761904762,-21.6666666666667,-87.3333333333336,0
1,2012,2,1207,1301,"john_thompson_iii","mark_gottfried","big_east","acc",6.5,3.5,NA,8,27.1904761904762,-0.0862745098039209,-15.1666666666667,44.928571428572,22.1428571428571,91.9999999999999,0
0,2008,1,1280,1332,"rick_stansbury","ernie_kent","sec","pac_ten",3.5,6.5,NA,1,3.65,-0.106854838709677,-21.95,-27.15,-26.25,72.4,NA
0,2021,1,1393,1361,"jim_boeheim","brian_dutcher","acc","mwc",3.5,1,NA,-5,-34.2666666666666,0.206153846153846,13.6,11.6,12.2,-54.5999999999997,NA
0,2005,2,1181,1280,"mike_krzyzewski","rick_stansbury","acc","sec",1,6.5,NA,8,30.0666666666667,-0.145833333333333,-30.3333333333333,47.8666666666663,14.0666666666667,37.6000000000003,0.5
0,2010,2,1165,1458,"steve_donahue","bo_ryan","ivy","big_ten",NA,6.5,NA,-8,-33.75,-0.120133481646273,12.775,-126.7,-62.2,-182.75,NA
1,2016,0,1409,1276,"frank_haith","john_beilein","aac","big_ten",6.5,3.5,NA,0,-19.7619047619047,-0.00879765395894494,-36.9285714285714,-63.857142857143,-5.2857142857143,-113.142857142857,-0.5
