"winner","season","round","team0","team1","team0_seed","team1_seed","team0_strength","team1_strength","team0_win_pct","team0_strength_of_schedule_loss","team0_strength_of_schedule_win","team0_best_win","team0_worst_loss","team1_win_pct","team1_strength_of_schedule_loss","team1_strength_of_schedule_win","team1_best_win","team1_worst_loss","prev_matchups","team0_common_opps_win_pct","team1_common_opps_win_pct","team0_coach","team1_coach","team0_conf","team1_conf","team0_conf_standing","team1_conf_standing"
1,2021,0,1332,1425,7,6,23.0666666666667,16.9333333333333,0.769230769230769,54.5333333333333,96.4333333333333,22.6,102.533333333333,0.758620689655172,29,102.533333333333,17.9333333333333,86.8666666666667,0,0.789473684210526,0.714285714285714,"dana_altman","andy_enfield","pac_twelve","pac_twelve",3.5,3.5
0,2014,3,1277,1438,4,1,12,7.14285714285714,0.764705882352941,23.2380952380952,87.5714285714286,9.38095238095238,60.5714285714286,0.823529411764706,29.8095238095238,101.404761904762,11.1428571428571,65.0476190476191,NA,0.5,0.75,"tom_izzo","tony_bennett","big_ten","acc",1,1
1,2013,1,1458,1279,5,12,16.8095238095238,35.2380952380952,0.676470588235294,19.6666666666667,101.190476190476,3.76190476190476,81.0476190476191,0.764705882352941,71.0714285714286,131.238095238095,10.2857142857143,221.761904761905,NA,0.5,0.666666666666667,"bo_ryan","andy_kennedy","big_ten","sec",2,1
0,2005,1,1452,1166,7,10,33.8,42.6,0.67741935483871,16.2,124.866666666667,13.9333333333333,221.533333333333,0.696969696969697,94.8666666666667,111,43.6,172.333333333333,NA,NA,NA,"john_beilein","dana_altman","big_east","mvc",2,1
0,2016,5,1437,1328,2,2,3.95238095238095,7.52380952380952,0.852941176470588,9.23809523809524,82.8571428571429,9.23809523809524,34.8571428571429,0.78125,20.7142857142857,67.5714285714286,3.95238095238095,64.3333333333333,0,1,1,"jay_wright","lon_kruger","big_east","big_twelve",2,3.5
0,2018,1,1222,1361,6,11,19.3157894736842,58.5263157894737,0.787878787878788,64.8947368421053,126.631578947368,5.52631578947368,232.684210526316,0.67741935483871,96.1052631578947,134.157894736842,12.2105263157895,219.421052631579,NA,1,1,"kelvin_sampson","brian_dutcher","aac","mwc",2,1
1,2006,1,1331,1272,16,1,120.764705882353,5.70588235294118,0.645161290322581,72.8823529411765,244.294117647059,99.7058823529412,304.117647058824,0.909090909090909,5.58823529411765,141.823529411765,10.7058823529412,41.0588235294118,NA,1,1,"scott_sutton","john_calipari","mid_cont","cusa",1,1
0,2019,1,1234,1153,10,7,35.6842105263158,22.7894736842105,0.666666666666667,18.8421052631579,102.894736842105,7.15789473684211,88.7368421052632,0.823529411764706,29.6315789473684,111.368421052632,10.4736842105263,247.052631578947,NA,0.666666666666667,0.666666666666667,"fran_mccaffery","mick_cronin","big_ten","aac",6.5,1
0,2006,1,1455,1371,7,10,33.7647058823529,56.5882352941176,0.741935483870968,40.1764705882353,149.882352941176,32.8823529411765,50.7647058823529,0.620689655172414,66.1176470588235,114.705882352941,11.1176470588235,198.411764705882,NA,1,1,"mark_turgeon","louis_orr","mvc","big_east",3.5,10.5
1,2019,3,1397,1345,2,3,5.68421052631579,14.3157894736842,0.848484848484849,14.1578947368421,75.578947368421,5.63157894736842,15.1578947368421,0.71875,25.9473684210526,51.2631578947368,5.52631578947368,107.105263157895,NA,NA,NA,"rick_barnes","matt_painter","sec","big_ten",2,6.5
0,2006,3,1417,1211,2,3,10.7058823529412,20.2352941176471,0.818181818181818,21.8529411764706,114.764705882353,25.5294117647059,99.7058823529412,0.9,5.70588235294118,149.823529411765,23.6470588235294,20.4117647058824,NA,0.571428571428571,0.5,"ben_howland","mark_few","pac_ten","wcc",1,1
0,2009,1,1328,1288,2,15,10.6666666666667,149.166666666667,0.84375,28.6666666666667,67.5,15.6666666666667,128.555555555556,0.666666666666667,102.222222222222,282.555555555556,44.9444444444444,328.555555555556,NA,1,0.8,"jeff_capel","todd_bozeman","big_twelve","meac",6.5,1
0,2019,1,1278,1257,10,7,40.0526315789474,25.6315789473684,0.617647058823529,25.9473684210526,90,14.3157894736842,117.842105263158,0.606060606060606,6.52631578947368,107.105263157895,3.78947368421053,117.842105263158,NA,0.333333333333333,0.5,"richard_pitino","chris_mack","big_ten","acc",3.5,6.5
0,2006,2,1272,1137,1,9,5.70588235294118,47.5294117647059,0.909090909090909,5.58823529411765,141.823529411765,10.7058823529412,41.0588235294118,0.862068965517241,21.3823529411765,238.647058823529,26.7647058823529,164.705882352941,NA,0,0,"john_calipari","pat_flannery","cusa","patriot",1,1
1,2021,0,1328,1211,8,1,40.6,1,0.6,17.6666666666667,154.8,7.46666666666667,154.8,NA,NA,111.266666666667,9.4,NA,NA,0.6,1,"lon_kruger","mark_few","big_twelve","wcc",6.5,1
1,2017,1,1329,1276,10,7,31.5714285714286,23.7619047619048,0.612903225806452,17.4285714285714,98.4761904761905,14.6666666666667,101.333333333333,0.685714285714286,38.3333333333333,74.5238095238095,13.9047619047619,73.3333333333333,NA,0.5,0.666666666666667,"brad_underwood","john_beilein","big_twelve","big_ten",6.5,1
0,2021,0,1276,1199,1,4,3.53333333333333,17.6,0.833333333333333,31.2,54.8,9.4,65.6666666666667,0.727272727272727,33.7,68.4,17.4666666666667,97.4,NA,1,0.5,"juwan_howard","leonard_hamilton","big_ten","acc",3.5,2
1,2011,4,1196,1139,2,8,15.4285714285714,47.4285714285714,0.787878787878788,94.2857142857143,71.3809523809524,12.8095238095238,157.52380952381,0.709677419354839,109.619047619048,138.619047619048,43.1904761904762,259.190476190476,NA,1,0.5,"billy_donovan","brad_stevens","sec","horizon",2,1
1,2018,2,1277,1393,3,11,5.68421052631579,51.9473684210526,0.878787878787879,10.8947368421053,115.157894736842,7.26315789473684,18.4736842105263,0.606060606060606,41.1578947368421,124.736842105263,18.8421052631579,124.736842105263,NA,0.857142857142857,0.428571428571429,"tom_izzo","jim_boeheim","big_ten","acc",3.5,12
1,2005,3,1428,1246,6,2,23.4,9.2,0.833333333333333,39.9333333333333,177.8,28.6666666666667,51.0666666666667,0.833333333333333,16.2666666666667,90.9333333333333,9.26666666666667,71.3333333333333,NA,1,1,"ray_giacoletti","tubby_smith","mwc","sec",2,2
1,2007,1,1331,1450,14,3,96.1052631578947,20.8947368421053,0.6875,98.078947368421,210.157894736842,4.21052631578947,213.736842105263,0.78125,13.4736842105263,120.263157894737,21.6315789473684,139.947368421053,NA,NA,NA,"scott_sutton","tony_bennett","mid_cont","pac_ten",1,3.5
1,2013,4,1326,1455,2,9,6.23809523809524,37.7619047619048,0.787878787878788,9.71428571428571,101.190476190476,3.76190476190476,38.2380952380952,0.764705882352941,86.0476190476191,139.190476190476,22,175.142857142857,NA,1,1,"thad_matta","gregg_marshall","big_ten","mvc",1,2
1,2010,1,1364,1326,15,2,118.65,11.45,0.678571428571429,197.5,206.5,106.55,247.05,0.794117647058823,18.35,141.2,11.85,89.4,NA,0,1,"bob_williams","thad_matta","big_west","big_ten",1,1
1,2016,2,1163,1242,9,1,34.8095238095238,1.14285714285714,0.705882352941177,46,135.690476190476,18.4761904761905,66.7142857142857,0.878787878787879,14.5714285714286,46.0476190476191,7.52380952380952,120.666666666667,NA,1,1,"kevin_ollie","bill_self","aac","big_twelve",1,1
0,2018,2,1243,1420,9,16,34.1578947368421,153.315789473684,0.666666666666667,15,96.8947368421053,23.3157894736842,91.2105263157895,0.67741935483871,125.052631578947,286.315789473684,81.5263157894737,278.157894736842,NA,NA,NA,"bruce_weber","ryan_odom","big_twelve","aec",3.5,1
1,2006,1,1335,1400,15,2,105.647058823529,5.58823529411765,0.703703703703704,65.4411764705882,246.294117647059,100.117647058824,288.882352941176,0.818181818181818,23.1176470588235,101.882352941176,3.70588235294118,65.7647058823529,NA,0,0.666666666666667,"fran_dunphy","rick_barnes","ivy","big_twelve",NA,2
0,2019,4,1277,1181,2,1,5.52631578947368,2.05263157894737,0.823529411764706,37.1052631578947,45.4736842105263,7.15789473684211,103.842105263158,0.852941176470588,5.63157894736842,61,1.57894736842105,37.7894736842105,NA,0,1,"tom_izzo","mike_krzyzewski","big_ten","acc",1,1
0,2016,1,1242,1122,1,16,1.14285714285714,205.047619047619,0.878787878787879,14.5714285714286,46.0476190476191,7.52380952380952,120.666666666667,0.484848484848485,164.761904761905,267.47619047619,132.952380952381,257.857142857143,NA,1,0.5,"bill_self","dave_loos","big_twelve","ovc",1,1
0,2019,1,1328,1279,9,8,36.3157894736842,44.8947368421053,0.59375,21.9473684210526,84.8947368421053,15.1578947368421,84.8947368421053,0.625,30.2105263157895,135.210526315789,14.1578947368421,75.2631578947368,NA,0.333333333333333,0.5,"lon_kruger","kermit_davis","big_twelve","sec",9.5,11.5
1,2013,1,1207,1195,2,15,9.38095238095238,119.190476190476,0.806451612903226,19.6190476190476,89.3809523809524,1.76190476190476,131.047619047619,0.6875,179.642857142857,248.333333333333,10,298.952380952381,NA,1,0,"john_thompson_iii","andy_enfield","big_east","a_sun",3.5,1
0,2012,3,1124,1462,3,10,10.7142857142857,56.0476190476191,0.787878787878788,5.38095238095238,94.4761904761905,5.38095238095238,29.4285714285714,0.636363636363636,56.9047619047619,123,18.2857142857143,196.571428571429,NA,NA,NA,"scott_drew","chris_mack","big_twelve","a_ten",2,2
0,2012,1,1250,1181,15,2,96.4285714285714,10.1904761904762,0.78125,142,295.666666666667,104.571428571429,206.761904761905,0.818181818181818,17.8571428571429,95.7142857142857,4.33333333333333,48.2857142857143,NA,0,1,"brett_reed","mike_krzyzewski","patriot","acc",1,3.5
1,2006,2,1112,1437,8,1,35.5294117647059,3.70588235294118,0.612903225806452,22.0294117647059,99.7058823529412,10.5294117647059,146.764705882353,0.862068965517241,8.35294117647059,59.8235294117647,2.52941176470588,23.2941176470588,NA,0,0.5,"lute_olson","jay_wright","pac_ten","big_east",3.5,3.5
0,2019,2,1222,1326,3,11,10.4736842105263,45.4736842105263,0.911764705882353,37.3157894736842,115.736842105263,15.1578947368421,52.4736842105263,0.575757575757576,22.3947368421053,101.947368421053,22.7894736842105,103.842105263158,NA,0.666666666666667,1,"kelvin_sampson","chris_holtmann","aac","big_ten",2,6.5
0,2009,2,1281,1266,3,6,9.94444444444444,22.8333333333333,0.823529411764706,31.7777777777778,124.888888888889,10.6666666666667,73.0555555555556,0.727272727272727,12.9444444444444,107.166666666667,12.9444444444444,152.055555555556,NA,NA,NA,"mike_anderson","buzz_williams","big_twelve","big_east",1,6.5
0,2018,1,1348,1328,7,10,36.1578947368421,41,0.78125,51.2631578947368,152.789473684211,28.6842105263158,133.473684210526,0.580645161290323,39.3684210526316,56,6.10526315789474,97.7368421052632,NA,0,0,"dan_hurley","lon_kruger","a_ten","big_twelve",2,9.5
1,2011,1,1397,1276,9,8,51.1904761904762,37.6190476190476,0.575757575757576,56.0952380952381,68.9523809523809,5.38095238095238,209.142857142857,0.59375,14.3809523809524,66.4761904761905,35.2857142857143,124.190476190476,NA,0,1,"bruce_pearl","john_beilein","sec","big_ten",6.5,3.5
1,2019,1,1295,1181,16,1,196.105263157895,2.05263157894737,0.516129032258065,115.210526315789,286.236842105263,160.947368421053,345.315789473684,0.852941176470588,5.63157894736842,61,1.57894736842105,37.7894736842105,NA,0,0,"david_richman","mike_krzyzewski","summit","acc",1,1
1,2014,1,1433,1372,5,12,24.1904761904762,59.0476190476191,0.764705882352941,43.0952380952381,135.714285714286,7.14285714285714,114.238095238095,0.935483870967742,124.238095238095,256.571428571429,118.952380952381,217.285714285714,NA,NA,NA,"shaka_smart","brad_underwood","a_ten","southland",2,1
0,2014,0,1301,1462,12,12,57.3333333333333,45.2380952380952,0.617647058823529,25.4761904761905,112.285714285714,12.3809523809524,99.8095238095238,0.636363636363636,38.5714285714286,105.666666666667,11.1904761904762,150,NA,0.5,0.75,"mark_gottfried","chris_mack","acc","big_east",3.5,3.5
0,2017,2,1211,1321,1,8,2.57142857142857,39.9523809523809,0.96969696969697,68.8571428571429,141.095238095238,9.33333333333333,68.8571428571429,0.676470588235294,28.1428571428571,104.190476190476,23.4285714285714,62.1904761904762,NA,1,1,"mark_few","chris_collins","wcc","big_ten",1,3.5
0,2017,1,1277,1274,9,8,44.2380952380952,31.8571428571429,0.575757575757576,25.952380952381,94.6666666666667,21.8571428571429,163,0.65625,15,98.0952380952381,5.95238095238095,51.9523809523809,NA,0.5,0.666666666666667,"tom_izzo","jim_larranaga","big_ten","acc",6.5,6.5
1,2016,3,1235,1438,4,1,20.7142857142857,5.19047619047619,0.65625,17.3333333333333,75.8571428571429,1.14285714285714,78.9523809523809,0.787878787878788,55.3333333333333,63.1428571428571,3.95238095238095,61.4285714285714,NA,0.333333333333333,0.666666666666667,"steve_prohm","tony_bennett","big_twelve","acc",6.5,2
1,2010,1,1400,1448,8,9,22.35,47.65,0.727272727272727,11.2,104.3,17.6,109.2,0.655172413793103,51.675,88.2,17.6,87.65,NA,1,0.5,"rick_barnes","dino_gaudio","big_twelve","acc",6.5,10.5
0,2015,4,1458,1112,1,2,3.65,4.75,0.911764705882353,18.35,66.7,14.55,175.1,0.911764705882353,103.9,90.95,7.4,103.9,NA,1,1,"bo_ryan","sean_miller","big_ten","pac_twelve",1,1
1,2009,2,1276,1328,10,2,40,10.6666666666667,0.59375,27.2222222222222,96.0555555555556,5.16666666666667,96.0555555555556,0.84375,28.6666666666667,67.5,15.6666666666667,128.555555555556,NA,0.5,1,"john_beilein","jeff_capel","big_ten","big_twelve",6.5,6.5
0,2006,1,1231,1361,6,11,31,54.8823529411765,0.620689655172414,11.9411764705882,95.0294117647059,8,149.882352941176,0.733333333333333,110.558823529412,141.735294117647,52.8235294117647,146.529411764706,NA,NA,NA,"mike_davis","steve_fisher","big_ten","mwc",3.5,1
0,2005,2,1257,1210,4,5,9.26666666666667,24.8,0.870967741935484,52.9,92.2666666666667,16.2666666666667,89.4,0.633333333333333,7.26666666666667,109.533333333333,2.2,86.6666666666667,NA,1,1,"rick_pitino","paul_hewitt","cusa","acc",1,2
1,2009,5,1437,1314,3,1,12.9444444444444,2.22222222222222,0.787878787878788,17.3888888888889,92.3611111111111,3.22222222222222,52.5,0.870967741935484,33.5833333333333,82.7777777777778,5.16666666666667,47.1666666666667,NA,1,1,"jay_wright","roy_williams","big_east","acc",3.5,3.5
1,2011,2,1243,1458,5,4,26.047619047619,14.3809523809524,0.67741935483871,31.2857142857143,105.904761904762,2.14285714285714,65.7619047619048,0.741935483870968,29.7380952380952,66.4761904761905,1.19047619047619,40.0476190476191,NA,0,0,"frank_martin","bo_ryan","big_twelve","big_ten",6.5,6.5
0,2005,1,1112,1429,3,14,10.0666666666667,51.0666666666667,0.818181818181818,23.5,86.6,5.53333333333333,86.8666666666667,0.774193548387097,125.533333333333,195.866666666667,23.4,293.133333333333,NA,1,1,"lute_olson","stew_morrill","pac_ten","big_west",2,1
1,2013,1,1281,1161,9,8,32.4285714285714,28.0952380952381,0.696969696969697,41.9761904761905,107,10.2857142857143,96.9047619047619,0.741935483870968,32.4761904761905,112.571428571429,30.8095238095238,177.857142857143,NA,NA,NA,"frank_haith","larry_eustachy","sec","mwc",6.5,3.5
0,2007,1,1277,1266,9,8,27,26.8421052631579,0.666666666666667,30.1578947368421,140.289473684211,5.52631578947368,75.8947368421053,0.71875,24.8421052631579,136.526315789474,10.2105263157895,131.352941176471,NA,0.5,0.5,"tom_izzo","tom_crean","big_ten","big_east",6.5,6.5
1,2019,1,1387,1439,13,4,92.4210526315789,16.5789473684211,0.657142857142857,123.236842105263,208.473684210526,45.8947368421053,208.473684210526,0.75,11.7368421052632,111.157894736842,2.05263157894737,62.5263157894737,NA,0,0.333333333333333,"travis_ford","buzz_williams","a_ten","acc",1,6.5
1,2007,1,1253,1397,12,5,89.4736842105263,24.1578947368421,0.766666666666667,88.5789473684211,209.789473684211,138.947368421053,233.157894736842,0.6875,40.7368421052632,63.2894736842105,4.15789473684211,102.789473684211,NA,NA,NA,"larry_reynolds","bruce_pearl","big_west","sec",1,10.5
1,2008,1,1435,1373,4,13,28.15,90.95,0.787878787878788,51.4,107.7,6.45,91.05,0.6875,140.85,196.65,11.6,254.75,NA,1,1,"kevin_stallings","fran_mccaffery","sec","maac",6.5,1
1,2015,1,1329,1332,9,8,40.85,32.65,0.566666666666667,18.35,91.2,9,132.65,0.727272727272727,43.95,103.85,17.15,152.1,NA,1,1,"travis_ford","dana_altman","big_twelve","pac_twelve",6.5,2
0,2018,1,1462,1411,1,16,7.05263157894737,260.210526315789,0.848484848484849,43.4210526315789,79.8947368421053,5.52631578947368,50.9473684210526,0.441176470588235,104.105263157895,338.052631578947,278.842105263158,331.894736842105,NA,1,0,"chris_mack","mike_davis","big_east","swac",3.5,1
1,2007,2,1246,1242,8,1,18.9473684210526,4.21052631578947,0.65625,24.1578947368421,69.6315789473684,24.1578947368421,56.9473684210526,0.882352941176471,60.7368421052632,97.1315789473684,4.15789473684211,96.1052631578947,NA,0.6,0.666666666666667,"tubby_smith","bill_self","sec","big_twelve",6.5,1
0,2008,1,1400,1122,2,15,7.4,135.45,0.818181818181818,22.85,65.15,3,81.85,0.705882352941177,152.025,267.225,117.8,301.6,NA,NA,NA,"rick_barnes","dave_loos","big_twelve","ovc",2,1
1,2013,3,1332,1257,12,1,37.1904761904762,1.76190476190476,0.764705882352941,53.2857142857143,126.095238095238,20.0952380952381,126.095238095238,0.852941176470588,13.952380952381,89.3809523809524,13.952380952381,48.3333333333333,NA,0,1,"dana_altman","rick_pitino","pac_twelve","big_east",1,1
0,2006,1,1338,1245,5,12,11.1176470588235,58.6470588235294,0.774193548387097,26.7647058823529,75.0588235294118,3.70588235294118,114.647058823529,0.75,95.7941176470588,134.705882352941,80.9411764705882,257,NA,0.666666666666667,0,"jamie_dixon","jim_christian","big_east","mac",2,1
0,2021,0,1437,1457,5,12,16.2666666666667,64,0.727272727272727,64.9,71.8,13.8,106.8,0.958333333333333,245.333333333333,268.466666666667,88.5333333333333,245.333333333333,NA,NA,NA,"jay_wright","pat_kelsey","big_east","big_south",6.5,1
1,2007,2,1457,1332,11,3,49.4736842105263,13.4736842105263,0.857142857142857,7.84210526315789,260.894736842105,38.8421052631579,14.1052631578947,0.787878787878788,34.5263157894737,161.815789473684,6.10526315789474,80.8947368421053,NA,NA,NA,"gregg_marshall","ernie_kent","big_south","pac_ten",1,1
0,2011,2,1199,1323,10,2,43.1904761904762,6.76190476190476,0.67741935483871,41.5238095238095,149.333333333333,3.95238095238095,211.952380952381,0.8125,16.8333333333333,59.4523809523809,5.38095238095238,37.1904761904762,NA,NA,NA,"leonard_hamilton","mike_brey","acc","big_east",6.5,3.5
1,2018,3,1345,1403,2,3,7.26315789473684,15,0.823529411764706,14.7631578947368,108.605263157895,10.8947368421053,83.2105263157895,0.727272727272727,39.3684210526316,61.1315789473684,6.10526315789474,97.7368421052632,NA,1,1,"matt_painter","chris_beard","big_ten","big_twelve",2,3.5
0,2021,1,1393,1452,11,3,47.5333333333333,20.2,0.64,33.9333333333333,98.1,30.0666666666667,108.533333333333,0.666666666666667,17.6666666666667,78.7666666666667,13.5333333333333,43.4666666666667,NA,1,1,"jim_boeheim","bob_huggins","acc","big_twelve",3.5,6.5
0,2011,2,1246,1452,4,5,12.8095238095238,20.8095238095238,0.757575757575758,41.3095238095238,106.761904761905,6.76190476190476,100.666666666667,0.645161290322581,32.3333333333333,82.1904761904762,6.76190476190476,74.6666666666667,NA,0.6,0.8,"john_calipari","bob_huggins","sec","big_east",1,12.5
0,2007,2,1242,1246,1,8,4.21052631578947,18.9473684210526,0.882352941176471,60.7368421052632,97.1315789473684,4.15789473684211,96.1052631578947,0.65625,24.1578947368421,69.6315789473684,24.1578947368421,56.9473684210526,NA,0.666666666666667,0.6,"bill_self","tubby_smith","big_twelve","sec",1,6.5
1,2015,1,1107,1328,14,3,119.55,14.55,0.75,189.675,265.35,89.5,296.8,0.6875,17.7,53.175,9,104.7,NA,NA,NA,"will_brown","lon_kruger","aec","big_twelve",1,3.5
1,2015,1,1434,1268,13,4,62.45,18.35,0.833333333333333,160.6,199,65.75,194.1,0.818181818181818,27.775,102.4,3.65,54.05,NA,0.5,1,"bryce_drew","mark_turgeon","horizon","big_ten",1,3.5
0,2021,1,1331,1196,15,7,164.666666666667,43.4666666666667,0.565217391304348,82.4333333333333,289.2,123.066666666667,289.2,0.608695652173913,24.0666666666667,86.6,20.2,143.933333333333,NA,0,0,"paul_mills","michael_white","summit","sec",1,6.5
1,2019,1,1463,1261,14,3,78,15.1578947368421,0.75,118.052631578947,197.421052631579,91.0526315789474,242.631578947368,0.8125,37.6315789473684,68.3684210526316,5.68421052631579,90,NA,0,1,"james_jones","will_wade","ivy","sec",1,6.5
0,2019,2,1120,1242,5,4,14.1578947368421,15.1578947368421,0.735294117647059,21.9473684210526,72.2631578947368,5.68421052631579,72.2631578947368,0.735294117647059,21.9473684210526,45.2105263157895,5.52631578947368,84.8947368421053,NA,0.5,0.5,"bruce_pearl","bill_self","sec","big_twelve",1,2
0,2006,2,1207,1326,7,2,23.0588235294118,8,0.7,23.2941176470588,92.9411764705882,1.58823529411765,197.411764705882,0.833333333333333,23.6470588235294,91,9.88235294117647,34.8823529411765,NA,0,1,"john_thompson_iii","thad_matta","big_east","big_ten",3.5,2
0,2019,1,1222,1209,3,14,10.4736842105263,91.3157894736842,0.911764705882353,37.3157894736842,115.736842105263,15.1578947368421,52.4736842105263,0.71875,121.105263157895,161.526315789474,56.6842105263158,240.578947368421,NA,1,1,"kelvin_sampson","ron_hunter","aac","sun_belt",2,1
0,2007,2,1338,1433,3,11,10.2105263157895,53.3684210526316,0.794117647058823,24.8421052631579,85.0526315789474,7.36842105263158,55.0526315789474,0.818181818181818,66.3157894736842,184.684210526316,60.8947368421053,102.157894736842,NA,1,1,"jamie_dixon","anthony_grant","big_east","caa",2,1
0,2019,5,1403,1277,3,2,10.3157894736842,5.52631578947368,0.8125,20.1842105263158,74.6842105263158,15.1578947368421,84.8947368421053,0.823529411764706,37.1052631578947,45.4736842105263,7.15789473684211,103.842105263158,NA,0.8,0.75,"chris_beard","tom_izzo","big_twelve","big_ten",6.5,1
1,2008,1,1140,1401,8,9,32.8,27.45,0.794117647058823,39.7,185.05,13.4,98.4,0.696969696969697,35.6,111.55,7.4,76.4,NA,NA,NA,"dave_rose","mark_turgeon","mwc","big_twelve",2,3.5
0,2010,1,1281,1155,10,7,32.85,31.6,0.6875,22.525,104.325,6.65,135.75,0.67741935483871,37.575,91.8,17.6,88.2,NA,0.5,0,"mike_anderson","oliver_purnell","big_twelve","acc",10.5,10.5
